1,80,0,0.256,0.632,0.08775,4.447868,44.47638,1.492425,3.794958,0.0987858,0.1747851,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.10,0.11,0.12,0.13,0.2408834,0.0575244,0.1322547,0.1538264,7673.176,235.0026,0.0896345,0.054187,-0.0012273,-0.0011926,7.68e-05,0.0019899,0.01675,-0.0599995,0.0002,141.3347,4.951131,-0.0206594,0.14,0.15
1,81,0,0.2557,0.6362,0.10667,4.700944,44.24879,1.547763,3.789828,0.0553384,-0.0051301,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2367951,0.0546058,0.1324317,0.1584588,8442.723,227.2263,0.0955742,-0.0336498,-0.0040883,-0.0029186,0.000177,0.0046324,0.01892,-0.0300007,0.0042,163.5336,5.097019,0.1458879,0,0
1,82,1,0.2554,0.6404,0.14367,4.49758,42.05045,1.503539,3.73887,-0.044224,-0.0509582,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2336306,0.0519745,0.1317197,0.1584713,8855.808,219.4395,0.0477686,-0.0348701,-0.0031645,-0.0026312,-0.000712,1.26e-05,0.037,-0.0299988,0.0042,183.6948,5.213276,0.1162572,0,0
1,83,0,0.2551,0.6446,0.13667,4.186833,37.08439,1.431945,3.613196,-0.0715947,-0.1256738,0,0,1,0,0,0,0,0,0,0,0,0,0,0.2313167,0.0495679,0.1304016,0.159634,9411.027,222.5979,0.0608087,0.0142903,-0.0023139,-0.0024066,-0.0013181,0.0011626,-0.007,-0.0300007,0.0042,218.6242,5.387354,0.1740785,0,0
1,84,0,0.2548,0.6488,0.11167,4.353239,35.04226,1.47092,3.556555,0.0389756,-0.0566416,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2279858,0.048583,0.1277834,0.1609312,10267.68,214.3978,0.0871189,-0.0375338,-0.0033309,-0.0009849,-0.0026182,0.0012972,-0.025,-0.0300007,0.0042,245.0686,5.501538,0.1141839,0,0
1,85,0,0.2545,0.6530001,0.08908,4.630758,35.2668,1.532721,3.562942,0.0618004,0.0063875,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2252706,0.0488296,0.1240876,0.1625975,10974.39,220.5386,0.0665633,0.0282399,-0.0027152,0.0002466,-0.0036958,0.0016664,-0.02259,-0.0299988,0.0042001,259.2611,5.557836,0.0562973,0,0
1,86,1,0.2542,0.6572,0.09833,5.665331,37.8735,1.734365,3.634252,0.2016448,0.0713096,0,0,0,0,0,1,0,0,0,0,0,0,0,0.2224449,0.0501002,0.1197395,0.1638276,11666.7,226.8036,0.0611739,0.0280116,-0.0028257,0.0012706,-0.0043481,0.0012301,0.00925,-0.0300007,0.0042,270.5512,5.600461,0.0426259,0,0
1,87,0,0.2539,0.6614,0.07775,5.686924,39.58107,1.73817,3.678351,0.0038042,0.0440993,0,0,0,0,0,0,1,0,0,0,0,0,0,0.2204234,0.0500623,0.1160648,0.1643836,12289.27,241.1706,0.0519881,0.0614201,-0.0020215,-3.79e-05,-0.0036747,0.0005559,-0.02058,-0.0300007,0.0042,288.1763,5.663573,0.0631113,0,0
1,88,0,0.2536,0.6656,0.07208,5.728628,41.05592,1.745476,3.714935,0.0073066,0.0365839,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2196819,0.0487078,0.1135686,0.1635189,13052.04,256.2624,0.0602183,0.0606973,-0.0007415,-0.0013545,-0.0024962,-0.0008647,-0.00567,-0.0299988,0.0042,313.873,5.748989,0.0854158,0,0
1,89,0,0.2533,0.6698,0.07025,6.036973,41.25161,1.797903,3.71969,0.0524266,0.0047555,0,0,0,0,0,0,0,0,1,0,0,0,0,0.2191067,0.046402,0.1116625,0.1620347,13967.87,268.8834,0.0678153,0.0480757,-0.0005752,-0.0023058,-0.0019061,-0.0014841,-0.00183,-0.0300007,0.0042001,307.0825,5.727117,-0.021872,0,0
