1,89,1.1,1120,0,72,0.1,1.2,0.2,0.3,0.4,0.5,0.6,5849,0.7,1031,118,0.8,34.5,1.3,1.4,15,2,1.5,0.9,17.63,34.5.1,0.10,360,118.1,1.6,0.11,0.12,0.13,0.14,0.15,1.7,99.6,3.2,0.16,0.17,1.8,0.18,1.9,1.10,0.19,0.20,.,0.21,1.11,0.22,1.12,0.23,0.24,1.13,0.25,0.7542373,0.26,1.14
1,128,3,1120,0,74,0,1,1,1,0,0,0,4583,1508.0,1391.0,160.0,0.0,52.0,3,1,19.0,2,2,0,22.54,34.1,1,360.0,175.0,2,0,0,0,0,0,999,847.0,3.2,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0.8,1,1
1,128,1,1120,0,84,3,1,0,0,1,1,0,2666,4416.0,1371.0,143.0,0.0,37.0,6,1,18.0,2,2,0,19.0,26.0,0,180.0,145.0,2,0,0,0,0,0,3,40.0,3.9,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0.8951049,1,1
1,66,1,1120,0,36,0,1,1,0,0,0,1,3000,0.0,839.0,110.0,0.0,19.0,1,1,25.0,2,6,1,24.0,37.0,0,360.0,110.0,2,0,0,1,0,0,2,158.0,3.1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0.6,0,1
1,120,1,1120,0,59,8,1,1,0,0,0,0,2583,2358.0,1341.0,134.0,0.0,31.0,1,1,15.0,2,1,0,25.1,32.1,0,360.0,135.0,1,1,0,0,0,0,2,69.0,4.3,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0.8955224,0,1
1,111,1,1120,0,63,9,1,0,0,0,0,0,2208,2959.0,1122.0,138.0,0.0,169.0,2,1,10.0,2,6,0,21.0,33.0,0,360.0,144.0,2,0,0,0,0,0,1,262.0,3.2,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0.8043478,0,1
1,141,1,1120,1,72,1,1,0,0,0,1,0,6000,0.0,1870.0,157.0,0.0,38.0,1,1,9.0,2,1,0,32.0,36.0,0,360.0,162.0,1,1,0,0,0,0,1,46.0,3.2,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0.8980892,0,1
1,276,1,1120,0,90,6,1,0,0,0,1,0,7500,0.0,2706.0,346.0,0.0,142.0,1,1,5.0,2,1,0,36.0,37.0,1,360.0,365.0,2,0,0,0,0,0,1,214.0,3.2,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0.7976879,0,1
1,100,1,1120,0,72,1,1,1,1,1,1,0,3234,2524.0,1112.0,99.7,0.0,24.5,1,1,2.0,2,1,0,19.31,30.7,0,360.0,105.0,2,1,0,0,0,0,3,38.8,1.8,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1.003009,0,1
1,267,1,1120,0,144,0,1,1,2,0,0,1,5417,4196.0,2959.0,422.0,0.0,111.0,3,1,15.0,1,1,0,26.51,49.0,0,360.0,422.0,2,0,0,0,0,0,2,374.0,3.1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0.6327014,1,1
1,175,1,1120,0,97,0,1,1,0,0,0,0,6292,1758.0,2081.0,346.7,0.0,186.6,4,1,16.0,1,2,0,26.0,37.0,0,180.0,351.0,2,0,0,0,0,0,1,348.4,5.3,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0.5047591,1,1
1,95,1,1120,0,46,1,1,1,0,0,1,0,2333,1516.0,1005.0,135.0,0.0,52.33,1,1,16.0,2,6,0,26.1,37.1,0,360.0,138.0,2,0,0,0,0,0,2,66.032,3.2,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0.7037037,0,1
1,158,3,1120,1,666,0,1,1,4,0,0,0,3036,2504.0,1442.0,210.0,39.0,188.0,1,0,13.0,2,6,1,29.0,42.0,1,360.0,237.0,1,0,0,0,0,0,3,239.0,10.6,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0.752381,0,1
1,110,1,1120,0,60,9,1,1,0,0,0,0,5720,0.0,1373.0,143.0,0.0,153.0,2,1,17.0,1,3,0,24.0,32.0,0,360.0,148.0,2,0,0,0,0,0,2,345.0,3.1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0.7692308,0,1
1,40,1,1120,0,48,0,1,1,0,0,0,0,3103,307.0,538.0,197.0,0.0,34.0,1,1,14.0,1,1,0,16.0,16.0,1,360.0,197.0,2,0,0,0,0,0,1,155.0,10.6,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0.2030457,0,1
1,70,1,1120,1,33,0,1,1,1,1,1,1,2800,0.0,688.0,78.0,0.0,10.0,1,1,0.0,2,1,0,24.5,37.1,1,360.0,118.0,1,1,0,0,0,0,1,89.0,3.2,1,1,0,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0.8974359,0,0
1,168,1,1120,0,66,1,1,1,2,0,1,0,4006,1526.0,1733.0,210.0,0.0,66.0,2,1,2.0,2,1,0,31.3,32.2,0,360.0,210.0,2,0,0,0,0,0,2,83.1,3.2,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0.8,0,1
2,114,1,1120,1,98,3,1,1,1,0,0,0,5438,2656.0,1378.0,170.0,0.0,36.0,1,1,13.0,1,1,0,20.0,26.0,0,360.0,163.0,1,0,0,0,0,0,1,514.0,10.6,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0.6705883,0,1
1,349,2,1120,1,285,0,1,1,1,0,0,0,12841,10968.0,4575.0,387.0,0.0,57.0,2,1,39.0,1,2,0,21.0,27.0,0,360.0,433.0,2,0,0,0,0,0,3,598.0,3.9,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0.9018088,0,1
1,185,1,1120,0,99,8,1,1,0,0,0,0,5600,2500.0,2011.0,196.0,0.0,24.0,0,1,24.0,2,1,0,24.8,37.2,0,360.0,201.0,2,0,0,0,0,0,999,22.0,3.2,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0.9438776,0,1
1,126,1,1120,0,55,8,1,1,1,0,1,0,3076,1500.0,1449.0,140.0,0.0,19.0,1,1,24.0,2,1,0,28.9,36.0,1,360.0,160.0,2,1,0,0,0,0,2,21.0,3.2,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0.9,0,1
1,100,1,1120,1,666,0,1,1,0,0,1,1,7589,0.0,868.0,208.0,0.0,347.0,1,1,6.0,3,4,0,14.0,16.0,0,360.0,240.0,1,0,0,0,0,0,1,681.0,3.2,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0.4807692,0,1
1,70,1,1120,1,47,0,1,1,2,0,0,0,3200,700.0,793.7,70.0,16.468,11.5,1,1,5.0,1,1,0,20.0,36.0,0,360.0,180.0,2,0,0,0,0,0,1,229.59,3.9,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,1.0,0,1
1,125,1,1120,0,59,9,1,1,0,0,1,1,3000,2000.0,1300.0,180.0,0.0,8.0,1,1,26.0,1,1,0,25.06,29.2,0,360.0,180.0,2,0,0,0,0,0,2,126.0,4.3,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0.6944444,0,1
1,130,1,1120,0,135,1,1,0,0,0,0,0,11283,0.0,1545.0,230.0,0.0,124.0,1,1,9.0,2,1,0,12.0,18.0,0,360.0,233.0,2,0,0,0,0,0,2,196.0,3.1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0.5652174,0,1
1,109,1,1120,0,52,3,1,1,2,0,0,0,2500,1840.0,1194.0,115.0,0.0,13.6,1,1,1.0,2,1,0,27.5,27.9,0,360.0,115.0,2,1,0,0,0,0,3,60.084,3.2,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0.9478261,0,1
